rank,status,reason,name,website,primary_type,primary_type_raw,business_status,rating,user_rating_count,rental_signal,matched_activities,matched_terms,matched_tiers,matched_modes,geo_zone,aoi_distance_m,review_lane,dedup_note,site_note,site_relevance,possible_duplicate_of,place_id,source_url
709,not_an_operator,gate3:vacation_rental_listing,Luxury Home Walk to Ski Lifts 6 Pools Food Private Hot-Tub Yard Fun Bunk Room - Four-Bedroom House,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJ60SaKi5imYARB7udvd9V8CQ,https://maps.google.com/?cid=2661721799223261959&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
710,not_an_operator,gate3:vacation_rental_listing,Luxury Keys Living: 3BR Pool Boat Dock & BBQ,,Lodging,lodging,OPERATIONAL,,0,true,powerboat,boat rental,core,standard,covered_tile,0,operator,,,,,ChIJ365g4YGPmYARMDVXXGdtMrI,https://maps.google.com/?cid=12840445778284983600&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
711,not_an_operator,gate3:vacation_rental_listing,Luxury Lakeview 3 Bd 2 Bth +Loft Ski In-Out Condo,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJ_-uPA7GQmYARiQIiCB9-fNw,https://maps.google.com/?cid=15887712257201799817&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
712,not_an_operator,gate3:vacation_rental_listing,Luxury Lakeview 3 Bd 2 Bth +Loft Ski In-Out Condo,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJ_-uPA7GQmYARiEJoM5z6mqM,https://maps.google.com/?cid=11789010523380007560&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
713,not_an_operator,gate3:vacation_rental_listing,Luxury Reno Getaway ~ 8 Mi to Mt Rose Ski!,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJQf6zeIxsmYARzaq4lVbPUUo,https://maps.google.com/?cid=5355289402706275021&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
714,not_an_operator,gate3:vacation_rental_listing,Luxury resort with ski lift and ice skating rink,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJJ7jMmDpimYARIOmrIS4ejTc,https://maps.google.com/?cid=4002888827284482336&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
715,not_an_operator,gate3:vacation_rental_listing,Luxury Ski Condo - No Lake Tahoe Alpine Meadows & Ski Palisades,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJD9KYsVzXm4AR_Sl5WNUPhlw,https://maps.google.com/?cid=6667033707355384317&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
716,not_an_operator,gate3:vacation_rental_listing,Luxury Ski Condo - No Lake Tahoe Alpine Meadows Ski Palisades,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJLx6fsVzXm4ARdk2TnBXXQgk,https://maps.google.com/?cid=667332182625439094&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
717,not_an_operator,gate3:vacation_rental_listing,Luxury Ski in Ski out - 3 BD NorthStar Lodge in the VILLAGE,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJ96UX9TBimYARlZUw0OQ7K30,https://maps.google.com/?cid=9019368532670977429&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
718,not_an_operator,gate3:vacation_rental_listing,"Luxury Ski In Ski Out Everline Resort Spa: Swimming Pools, Hot Tubs, Saunas",,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJZd9i5rTZm4ARkuHSnmCLPDg,https://maps.google.com/?cid=4052267011824345490&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
719,not_an_operator,gate3:vacation_rental_listing,Luxury Ski Lease | Located in Lahontan | Northstar,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJEVu2kOBhmYARRW_e_lCpPBc,https://maps.google.com/?cid=1674399326813450053&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
720,not_an_operator,gate3:vacation_rental_listing,Luxury Ski-In and Ski-Out 2-Bedroom Villa at Hyatt Northstar Lodge,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJA2cV9TBimYARCZz4zTZoM2Q,https://maps.google.com/?cid=7220229212198181897&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
721,not_an_operator,gate3:vacation_rental_listing,Luxury Ski-In and Ski-Out 2-Bedroom+Den Villa at Hyatt Northstar Lodge,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJG_Bd8C9imYAR6LhsAuCCIuE,https://maps.google.com/?cid=16222672706366912744&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
722,not_an_operator,gate3:vacation_rental_listing,Luxury ski-in ski-out Palisades condo 200ft to KT22 Steps to Gondola Tram Funitel - Apartment with Mountain View,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJ7ZfDAe3Zm4ARBWIyilLww7Y,https://maps.google.com/?cid=13169633972658004485&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
723,not_an_operator,gate3:vacation_rental_listing,Luxury Skiin-Skiout condo with ski tuning room at stagecoach lift Heavenly Nv,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJp5EOUbGQmYARhti0RRdXbPw,https://maps.google.com/?cid=18189008752507934854&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
724,not_an_operator,gate3:vacation_rental_listing,Luxury Skiing or Beach at Spacious McCloud 3Bed/ 2.5 Lake close 1-Car Garage,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJW56OZEBwmYARElHSje27-P8,https://maps.google.com/?cid=18444698902856880402&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
725,not_an_operator,gate3:vacation_rental_listing,Luxury Studio at Northstart Lodge Ski In /Out with Ski Valet.,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJ274HIzFimYAR5XenL0x894E,https://maps.google.com/?cid=9365090616799098853&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
726,not_an_operator,gate3:vacation_rental_listing,Mariposa at Palisades Alpine - Ski Shuttle- 3BR - Forest Views,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJsaomenvXm4ARQKX3s4a6WcA,https://maps.google.com/?cid=13860314415917147456&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
727,not_an_operator,gate3:vacation_rental_listing,"Mauna Hale - Ski-in, Ski-out Mountainside at Northstar Lake Tahoe",,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJfW5SHzximYARsx_p6GPHEe0,https://maps.google.com/?cid=17082654093516283827&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
728,not_an_operator,gate3:vacation_rental_listing,"Mauna Hale - Ski-in, Ski-out Mountainside at Northstar Lake Tahoe",,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJtZdSHzximYARXg-bGRQS4Qw,https://maps.google.com/?cid=928042875753271134&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
729,not_an_operator,gate3:disc_golf_course_no_website,Mayor's Park Disc Golf Course,,Athletic Field,athletic_field,OPERATIONAL,4.4,35,true,disc-golf,disc golf rental,core,standard,covered_tile,0,operator,,,,,ChIJA6BEGyFJmYARF8aTBvmDVHw,https://maps.google.com/?cid=8958930664327202327&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
730,not_an_operator,gate3:vacation_rental_listing,Mineral Springs By Tahoe Getaways w / Hot tub Ski Shuttle in Alpine Meadows,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJd7ICRmHXm4ARB9TeYJva7Yk,https://maps.google.com/?cid=9938840313556554759&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
731,not_an_operator,gate3:vacation_rental_listing,"Minutes to Heavenly, Skiing Downtown w / Spa",,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJ-bLfbhaamYARdrXGiVtwu2Y,https://maps.google.com/?cid=7402633950969378166&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
732,not_an_operator,gate3:vacation_rental_listing,Minutes to Ski Resorts 5min Walk to Lake Sunnyside Ward Creek by AvantStay,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJB1D5qwLWm4ARSFTn2sPwD50,https://maps.google.com/?cid=11317529112587228232&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
733,not_an_operator,gate3:vacation_rental_listing,"Minutes to Ski Resorts, 5min Walk to Lake | Sunnyside | Ward Creek by AvantStay",,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental; ski shop,core,standard,covered_tile,0,operator,,,,,ChIJB1D5qwLWm4AR3aTFahfK1m0,https://maps.google.com/?cid=7914735597074621661&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
734,not_an_operator,gate3:vacation_rental_listing,"Minutes to Ski Resorts, 5min Walk to Lake Sunnyside Ward Creek by Avantstay",,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJB1D5qwLWm4AREQSmGdu_7WY,https://maps.google.com/?cid=7416795109098128401&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
735,not_an_operator,gate3:vacation_rental_listing,"MML Unit 4 - Ski, Ride, Relax Newly Updated Studio w/ Kitchen - One-Bedroom Apartment",,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJNyF0wXWQmYARcHeFQE8Np6c,https://maps.google.com/?cid=12080639159480711024&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
736,not_an_operator,gate3:vacation_rental_listing,MML Unit 9 - Ski Village Steps Away! Cozy Studio w/ Kitchenette - One-Bedroom Apartment,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJNyF0wXWQmYARzuDNYY-X-is,https://maps.google.com/?cid=3169011929885565134&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
737,not_an_operator,gate3:vacation_rental_listing,Modern 1 bedroom in Ski Trails,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJqavxSTZimYARp24cDSInqO0,https://maps.google.com/?cid=17124980610278649511&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
738,not_an_operator,gate3:vacation_rental_listing,Modern 1 bedroom in Ski Trails by RedAwning,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJqavxSTZimYARkAKxrzlzrcc,https://maps.google.com/?cid=14388283076116546192&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
739,not_an_operator,gate3:vacation_rental_listing,"Modern 1BR: Walk to Heavenly, Beach, Ski, Golf & Casinos: Pet Friendly",,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJM-u5CXWQmYARjaYBC3OYXNk,https://maps.google.com/?cid=15662561223961061005&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
740,not_an_operator,gate3:vacation_rental_listing,Modern Heavenly Ski Resort Mountain-top Retreat,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJLYSej7KQmYARlWleZosf-9I,https://maps.google.com/?cid=15202779650697619861&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
741,not_an_operator,gate3:vacation_rental_listing,Modern Heavenly Ski Resort Mountain-Top Retreat,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJWc7wQ6yQmYARPbnQgAmYdHE,https://maps.google.com/?cid=8175326390167583037&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
742,not_an_operator,gate3:vacation_rental_listing,Modern Heavenly Ski-In Ski-Out Condo,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJuQEKQrKQmYARM03VTFxJQHk,https://maps.google.com/?cid=8737063937873628467&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
743,not_an_operator,gate3:vacation_rental_listing,"Modern House Ski Lease or short term, New Hot TubGas Insert, by Nordic Center",,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJz1ZizON8mYARvqTqpXTsVYw,https://maps.google.com/?cid=10112248524074296510&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
744,not_an_operator,gate3:vacation_rental_listing,Modern Lake Tahoe Retreat – Ski and Swim,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJq3_juZtkmYARS9YdNa5YtGE,https://maps.google.com/?cid=7040349622725629515&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
745,not_an_operator,gate3:vacation_rental_listing,Modern Lake Tahoe Retreat Ski and Swim,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJq3_juZtkmYAR_cjXPEYvdEA,https://maps.google.com/?cid=4644389094440814845&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
746,not_an_operator,gate3:vacation_rental_listing,Modern Lake Tahoe Retreat Ski and Swim,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJq3_juZtkmYARP4zBtrF0y08,https://maps.google.com/?cid=5749817655892741183&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
747,not_an_operator,gate3:vacation_rental_listing,Modern Ski Chalet with Hot Tub - Three-Bedroom House,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJYVKJGo_fm4ARWS621hRNlDo,https://maps.google.com/?cid=4221083502649945689&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
748,not_an_operator,gate3:vacation_rental_listing,Modern Ski In Out Home Mid-mountain Northstar,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJubVHTjhimYARLJO8-gnBkqg,https://maps.google.com/?cid=12146983393577177900&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
749,not_an_operator,gate3:vacation_rental_listing,Modern Ski In Out Home Mid-mountain Northstar,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJubVHTjhimYAR2MiYdhx8PTA,https://maps.google.com/?cid=3476070949090543832&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
750,not_an_operator,gate3:vacation_rental_listing,Modern Ski In Out Home Mid-mountain Northstar,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJubVHTjhimYAReRHRSktc-8Y,https://maps.google.com/?cid=14338155317111624057&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
751,not_an_operator,gate3:vacation_rental_listing,"Modern Ski In-Out Home, Mid-Mountain",,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJy1HBsDlimYARqO8GX5QnSBY,https://maps.google.com/?cid=1605576785360514984&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
752,not_an_operator,gate3:vacation_rental_listing,"Modern Ski In-Out Home, Mid-Mountain",,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJy1HBsDlimYARGNMywHdsbXA,https://maps.google.com/?cid=8101250566290854680&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
753,not_an_operator,gate3:vacation_rental_listing,"Modern Ski In-Out Home, Mid-Mountain",,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJddRHTjhimYAR11x-_CNtX6M,https://maps.google.com/?cid=11772247952297188567&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
754,not_an_operator,gate3:vacation_rental_listing,Modern Ski Trails slopeside condo: Ski-in Ski-out - Be Home for Lunch!!,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJl_MNITdimYARcGm5_Q7h9TM,https://maps.google.com/?cid=3744146119731014000&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
755,not_an_operator,gate3:vacation_rental_listing,Modern Ski-in Mountainside Villa- One Village Place- Luxury,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJu__xeEpimYARhjYaGhFOsJQ,https://maps.google.com/?cid=10714149348873746054&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
756,not_an_operator,gate3:vacation_rental_listing,Modern Tahoe Getaway Near Ski Resorts Truckee,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJa-ZnMNNjmYARCYHyujg9S_A,https://maps.google.com/?cid=17315000506219921673&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
757,not_an_operator,gate3:vacation_rental_listing,Montgomery Estates Ski & Beach Haven,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJ2VWZBCmOmYARPbs0wgHTS54,https://maps.google.com/?cid=11406442485752576829&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
758,not_an_operator,gate3:vacation_rental_listing,Monthly Home Rental 15 minutes to ski resort!,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJMTIghaIUmYARTsaUgK2qTmU,https://maps.google.com/?cid=7299959708177450574&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
759,not_an_operator,gate3:vacation_rental_listing,Moose Haven Family Favorite Close to Ski Resorts,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJBRMPnpqOmYARNPuTSz2Xy-E,https://maps.google.com/?cid=16270264368322837300&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
760,not_an_operator,gate3:vacation_rental_listing,Moose Haven- Family Favorite! Close to Ski Resorts,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJrx0PnpqOmYARrubQYXDE5FI,https://maps.google.com/?cid=5973114992756582062&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
761,not_an_operator,gate3:vacation_rental_listing,Moraine by AvantStay | Woodsy Tahoe Cabin • Deck • Near Donner Lake + Skiing,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJa4SEP6rgm4ARY8FnSZkoogo,https://maps.google.com/?cid=766219525433049443&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
762,not_an_operator,gate3:vacation_rental_listing,Mountain Bike delight for summer in our Northstar Cozy Condo,,Lodging,lodging,OPERATIONAL,,0,true,mtb,mountain bike rental,core,standard,covered_tile,0,operator,,,,,ChIJGxAwPS9imYARNilhsR7cTDg,https://maps.google.com/?cid=4056859388737038646&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
763,not_an_operator,gate3:vacation_rental_listing,Mountain Bike In/Out at Timber Creek in at Northstar,,Lodging,lodging,OPERATIONAL,,0,true,mtb,mountain bike rental,core,standard,covered_tile,0,operator,,,,,ChIJ7Sh8FjFimYARrbC_kQWGpvM,https://maps.google.com/?cid=17556867555828674733&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
764,not_an_operator,gate3:vacation_rental_listing,"Mountain Cabin w/ Fireplace, Balcony & Easy Ski Access | Bear Americana",,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJ16pOGYLnm4ARCN0qaWcBZ3Q,https://maps.google.com/?cid=8387674374658514184&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
765,not_an_operator,gate3:vacation_rental_listing,"Mountain Cabin w/ Fireplace, Balcony & Easy Ski Access Bear Americana",,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJ16pOGYLnm4AR8IhsI5LFxQI,https://maps.google.com/?cid=199782989938067696&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
766,not_an_operator,gate3:vacation_rental_listing,"Mountain Cabin w/ Fireplace, Balcony & Easy Ski Access Bear Americana",,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJXZuEhHjnm4ARStHxdcL9Y5Y,https://maps.google.com/?cid=10836784140027810122&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
767,not_an_operator,gate3:vacation_rental_listing,Mountain Cabin With Deck < 1 Mile to Ski Resort!,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJW2Xa3Vvom4ARLJOJiJbXVUE,https://maps.google.com/?cid=4707906027021505324&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
768,not_an_operator,gate3:vacation_rental_listing,Mountain Cabin with Deck Less Than 1 Mile to Ski Resort! - Holiday Home,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJW2Xa3Vvom4ARqAf0VtZZLcc,https://maps.google.com/?cid=14352226364616345512&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
769,not_an_operator,gate3:vacation_rental_listing,Mountain Condo steps from ski lifts - Two-Bedroom Apartment,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJZ2swhrL2mYARaxu1a6I4a54,https://maps.google.com/?cid=11415279950743542635&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
